show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,cast,description
s6195,Movie,The Cakemaker,Ofir Raul Graizer,"Israel, Germany",12/4/2018,2017,TV-14,109 min,"Dramas, Independent Movies, International Movies","Sarah Adler, Tim Kalkhof, Roy Miller, Zohar Shtrauss, Sandra Sade, Tamir Ben-Yehuda, Stephanie Stremler, Tagel Eliyahu","When a German baker travels to Jerusalem in search of his dead male lover’s family, his growing involvement with them may expose his truth."
s6196,Movie,The Call,Lee Chung-hyun,South Korea,11/27/2020,2020,TV-MA,112 min,"International Movies, Thrillers","Park Shin-hye, Jun Jong-seo, Kim Sung-ryoung, EL, Park Ho-san, Oh Jung-se, Lee Dong-hwi, Um Chae-young","Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate."
s6197,TV Show,The Calling,Bumpy,India,4/1/2019,2018,TV-MA,1 Season,"International TV Shows, Reality TV",,"Food-crazed travel junkies journey across India, completing bucket list challenges for a chance to win a once-in-a-lifetime scholarship."
s6198,Movie,The Captive,Atom Egoyan,Canada,7/20/2018,2014,R,112 min,"Dramas, Thrillers","Ryan Reynolds, Scott Speedman, Rosario Dawson, Mireille Enos, Kevin Durand, Alexia Fast, Christine Horne, Arsinée Khanjian, Ian Matthews, Bruce Greenwood, Aidan Shipley","Eight years after their daughter's abduction tore them apart, her parents receive enigmatic clues from the kidnapper hinting that she's still alive."
s6199,Movie,The Car,Elliot Silverstein,United States,6/1/2020,1977,PG,96 min,"Cult Movies, Horror Movies","James Brolin, Kathleen Lloyd, John Marley, R.G. Armstrong, John Rubinstein, Elizabeth Thompson, Roy Jenson, Kim Richards, Kyle Richards","In his small Southwestern town, sheriff Wade Parent must find out who — or what — is running people down via a mysterious, driverless black sedan."
s6200,Movie,The Car: Road to Revenge,G.J. Echternkamp,United States,2/1/2020,2019,TV-MA,89 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","Grant Bowler, Kathleen Munroe, Martin Hancock, Micah Balfour, Burt Grinstead, Nina Bergman, Jamie Bamber, Ronny Cox","Trying to uphold justice in a lawless future, a D.A. is slain by cyberpunks but a supernatural twist sends his car on a bloody quest for revenge."
s6201,Movie,The Carter Effect,Sean Menard,United States,5/1/2018,2017,TV-MA,60 min,"Documentaries, Sports Movies",Vince Carter,"Featuring eight-time NBA All-Star Vince Carter, this documentary takes an in-depth look at his impact on pop culture and the Canadian basketball scene."
s6202,Movie,The Case for Christ,Jon Gunn,United States,11/21/2017,2017,TV-PG,113 min,"Dramas, Faith & Spirituality","Mike Vogel, Erika Christensen, Faye Dunaway, Robert Forster, Frankie Faison, Mike Pniewski","Bothered by his wife's unyielding belief in Christianity, an investigative reporter sets out to use verifiable facts to poke holes in her faith."
s6203,TV Show,The Casketeers,,New Zealand,6/21/2019,2019,TV-14,2 Seasons,"International TV Shows, Reality TV",,Māori funeral directors Francis and Kaiora Tipene and staff temper good humor with care and respect as they help Polynesian families cope with loss.
s6204,TV Show,The Cat in the Hat Knows a Lot About That!,Tony Collingwood,"Canada, United Kingdom, United States",1/1/2021,2014,TV-Y,1 Season,Kids' TV,"Martin Short, Alexa Torrington, Jacob Ewaniuk, Robert Tinkler, Tracey Hoyt","The Cat in the Hat is back – and this time, he's teaching Sally and her brother, Nick, some awfully nifty things to think about!"
s6205,Movie,The Cell,Tarek Al Eryan,Egypt,6/13/2019,2017,TV-MA,126 min,"Action & Adventure, Dramas, International Movies","Ahmed Ezz, Mohamed Mamdouh, Samer al Masri, Amina Khalil, Ahmed Safwat, Ahmed Salah Hosny, Aïcha Ben Ahmed, Rania Elkhatib, Riham Abdel Ghafour",A special operations officer vows to get revenge against the terrorist who killed his friend in a brutal attack.
s6206,Movie,The CEO,Kunle Afolayan,Nigeria,9/1/2019,2016,TV-14,109 min,"Dramas, International Movies, Thrillers","Wale Ojo, Jimmy Jean-Louis, Hilda Dokubo, Nico Panagio, Aurélie Eliam, Peter King Nzioki Mwania, Fatym Layachi, Kemi Lala Akindoju, Angélique Kidjo",A group of executives heads to a telecommunications retreat to pick the firm's new CEO until they find themselves in a contest to win – and stay alive.
s6207,TV Show,The Chalet,,France,4/17/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Chloé Lambert, Philippe Dusseau, Emilie de Preissac, Marc Ruchmann, Blanche Veisberg, Eric Savin, Nicolas Gob, Catherine Vinatier, Thierry Godard",Friends gathered at a remote chalet in the French Alps for a summer getaway are caught in a deadly trap as a dark secret from the past comes to light.
s6208,TV Show,The Challenge,,United States,12/15/2020,2006,TV-14,2 Seasons,Reality TV,"Jamie Chung, Landon Lueck, Diem Brown, Mike 'The Miz' Mizanin, Darrell Taylor, Wes Bergmann, Jodi Weatherton, Brad Fiorenza, Cara Maria Sorbello, Zachary Nichols, Turabi ""Turbo"" Çamkıran, Theo Campbell",Reality show alumni must compete in grueling physical contests and survive eliminations amid cutthroat alliances and steamy hookups to win big money.
s6209,TV Show,The Charming Stepmom,,,11/29/2019,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Shahkrit Yamnarm, View Wannarot Sontichai, Krittanai Arsalprakit, Ployshompoo Supasap, Boriboon Chanrueng, Shawankorn Wanthanapisitkul, Duangta Toongkamanee, Daraneenuch Pasutanavin, Phuwin Tangsakyuen, Nuntasai Pisolyabut, Pimmara Charoenpakdee, Thanawat Rattanakitpaisan","A quirky fashion student becomes the nanny of a handsome widower’s three kids, experiencing a series of silly antics and schemes."
s6210,Movie,The Charnel House,Craig Moss,United States,2/4/2017,2016,R,93 min,"Horror Movies, Thrillers","Callum Blue, Nadine Velazquez, Makenzie Moss, Erik LaRay Harvey, Danielle Lauder, Andy Favreau, Kate Linder, Neil Thackaberry, Alden Tab","After an architect transforms a slaughterhouse into trendy lofts, its new inhabitants discover that the structure is haunted by its evil past."
s6211,TV Show,The Chase,,United States,6/15/2020,2015,TV-PG,2 Seasons,Reality TV,"Brooke Burns, Mark Labbett","Brooke Burns hosts this game show in which three contestants square off to answer fast-paced questions against ""the Beast,"" a trivia know-it-all."
s6212,TV Show,The Chef Show,,United States,9/24/2020,2020,TV-MA,4 Seasons,Docuseries,"Jon Favreau, Roy Choi","Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends."
s6213,TV Show,The Chefs' Line,,Australia,8/1/2019,2017,TV-14,1 Season,"International TV Shows, Reality TV","Dan Hong, Mark Olive, Melissa Leong, Maeve O'Meara",Home cooks face off against trained chefs to see if passion can beat profession in the kitchen in this reality competition show.
s6214,Movie,The Chord,Magdy Al-Hawwary,Egypt,6/20/2019,2010,TV-MA,101 min,"Dramas, International Movies, Music & Musicals","Mostafa Shaban, Ghada Adel, Arwa Gouda, Ahmed Salah Al-Saadany, Ashraf Zaki, Sawsan Badr, Fatma Nasser, Said Saleh, Ali Hassanein, Majed Abdulazim","A detective investigates the murder of a young musician, whose philandering lifestyle leaves a long list of suspects and a lot of questions."
s6215,Movie,The Chosen,Antonio Chavarrías,"Spain, Mexico",4/14/2017,2016,TV-14,111 min,"Dramas, International Movies, Thrillers","Alfonso Herrera, Hannah Murray, Henry Goodman, Julian Sands, Frances Barber, Emilio Echevarría, Alejandro Calva, Elvira Mínguez, Roger Casamajor, Luis Rosales, Javier Godino, Alexander Holtmann, Brontis Jodorowsky","In 1937, Spanish revolutionary Ramón trains as a Soviet spy, impersonating a wealthy Belgian as part of a plot to assassinate Leon Trotsky in Mexico."
s6216,TV Show,The Chosen One,Michel Tikhomiroff,Brazil,12/6/2019,2019,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries","Paloma Bernardi, Renan Tenca, Gutto Szuster, Pedro Caetano, Mariano Mattos Martins, Alli Willow, Kiko Vianello, Francisco Gaspar, Tuna Dwek, Lourinelson Vladmir, Leonardo Ventura, Aury Porto, Glauber Amaral, Astrea Lucena","Determined to bring a Zika vaccine to the remote Pantanal, three doctors clash with a faith healer and are pulled deeper into the mysteries of his cult."
s6217,Movie,The Chosen Ones,David Pablos,"Mexico, France",5/8/2016,2015,TV-MA,107 min,"Dramas, Independent Movies, International Movies","Nancy Talamantes, Óscar Torres, Leidi Gutiérrez, José Santillán Cabuto, Edward Coward, Alicia Quiñonez, Raquel Presa, Susana Pérez, Gisela Madrigal, Jorge Calderon, Felipe Tututi","Young Ulises falls in love with teen Sofia, even as he is forced to lure her into his family's prostitution ring. Now he'll do anything to rescue her."
s6218,Movie,The Christmas Candle,John Stephenson,"United Kingdom, United States",11/1/2019,2013,PG,100 min,"Dramas, Faith & Spirituality","Hans Matheson, Samantha Barks, Lesley Manville, Sylvester McCoy, Susan Boyle, John Hannah, Barbara Flynn, James Cosmo",A progressive new minister's arrival in a small village threatens to end an age-old tradition that brings a yuletide miracle to one of the residents.
s6219,Movie,The Christmas Chronicles,Clay Kaytis,United States,11/22/2018,2018,TV-PG,104 min,"Children & Family Movies, Comedies","Kurt Russell, Darby Camp, Judah Lewis, Kimberly Williams-Paisley, Oliver Hudson, Lamorne Morris, Martin Roach","After accidentally crashing Santa's sleigh, a brother and sister pull an all-nighter to save Christmas with a savvy, straight-talking St. Nick."
s6220,Movie,The Christmas Chronicles: Part Two,Chris Columbus,Canada,11/25/2020,2020,PG,115 min,"Children & Family Movies, Comedies","Kurt Russell, Goldie Hawn, Darby Camp, Jahzir Bruno, Julian Dennison, Judah Lewis, Kimberly Williams-Paisley, Tyrese Gibson","Unhappy over her mom’s new relationship, a now-teenage Kate runs away and lands at the North Pole, where a naughty elf is plotting to cancel Christmas."
s6221,Movie,The Christmas Project,Michael Buster,United States,3/1/2019,2016,TV-PG,92 min,"Children & Family Movies, Comedies","Jacob Buster, Anson Bagley, Grace Hallows, Josh Reid, Cooper Daniel Johnson, Alison Akin Clark, Brian Neal Clark, Evan Clark, Caitlin E.J. Meyer, Gabe White",Four brothers prepare for war when they're forced to deliver secret holiday gifts to the school bullies. But they soon learn kindness goes a long way.
s6222,Movie,The Cincinnati Kid,Norman Jewison,United States,11/1/2019,1965,TV-14,103 min,"Classic Movies, Dramas","Steve McQueen, Edward G. Robinson, Ann-Margret, Karl Malden, Tuesday Weld, Joan Blondell, Rip Torn, Jack Weston, Cab Calloway, Jeff Corey, Theo Marcuse","In Depression-era New Orleans, cocksure stud poker player Eric Stoner – the titular Cincinnati Kid – challenges longtime champ Lancey ""The Man"" Howard to a showdown at the table, where a war of wills – and nerve – ensues."
s6223,TV Show,The Circle,,"United States, United Kingdom",1/1/2020,2020,TV-MA,1 Season,Reality TV,Michelle Buteau,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000."
s6224,TV Show,The Circle Brazil,,"Brazil, United Kingdom",3/11/2020,2020,TV-MA,1 Season,"International TV Shows, Reality TV",Giovanna Ewbank,"Be yourself or someone else? In this fun reality competition, online players try their best to flirt, bond and catfish their way to a R$300,000 prize."
s6225,TV Show,The Circle France,,,4/9/2020,2020,TV-MA,1 Season,"International TV Shows, Reality TV",,"Status and strategy collide in this social media competition where online players flirt, befriend and catfish their way toward 100,000 euros."
s6226,Movie,The Clapper,Dito Montiel,United States,5/1/2018,2017,R,90 min,"Comedies, Dramas, Independent Movies","Ed Helms, Amanda Seyfried, Tracy Morgan, Brenda Vaccaro, P.J. Byrne, Leah Remini, Mickey Gooch Jr., Adam Levine, Russell Peters, Alan Thicke","A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight."
s6227,Movie,The Claudia Kishi Club,Sue Ding,United States,7/10/2020,2020,TV-14,17 min,Documentaries,,"Asian American creatives pay passionate tribute to the iconic, stereotype-busting ""Baby-Sitters Club"" character in this heartfelt documentary short."
s6228,Movie,The Climb,Ludovic Bernard,France,12/29/2017,2017,TV-14,105 min,"Action & Adventure, Comedies, Dramas","Ahmed Sylla, Alice Belaïdi, Kevin Razy, Nicolas Wanczycki, Waly Dia, Umesh Tamang",A young Senegalese-French man from humble roots sets out to climb Mount Everest to impress the woman he loves – and slowly becomes a media sensation.
s6229,Movie,The Cloverfield Paradox,Julius Onah,United States,2/5/2018,2018,PG-13,102 min,"Action & Adventure, Sci-Fi & Fantasy","Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz, Chris O'Dowd, Aksel Hennie, Zhang Ziyi, Elizabeth Debicki, Roger Davies, Clover Nee","Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality."
s6230,TV Show,The Club,,Mexico,11/15/2019,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Alejandro Speitzer, Minnie West, Jorge Caballero, Ana González Bello, Axel Arenas, Arcelia Ramírez, Omar Germenos, Anna Ciocchetti, Aurora Gil, Martha Julia, Alejandro Puente, Estrella Solís, Martín Saracho, Sofía de Llaca, Marco Tostado","A band of misfit rich kids in Mexico strike out on their own selling MDMA and quickly run into trouble with other narcos, the law and their families."
s6231,TV Show,The Code,,United Kingdom,2/1/2018,2011,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",Marcus du Sautoy,"In this three-part documentary series, host Marcus du Sautoy examines the mathematical code underlying all of life on Earth and the universe itself."
s6232,Movie,The Coldest Game,Lukasz Kosmicki,"Poland, United States",2/8/2020,2019,TV-MA,103 min,"Dramas, International Movies, Thrillers","Bill Pullman, Lotte Verbeek, Robert Więckiewicz, James Bloor, Aleksey Serebryakov, Corey Johnson, Nicholas Farrell, Evgeniy Sidikhin","During 1962’s Cuban missile crisis, a troubled math genius finds himself drafted to play in a U.S.-Soviet chess match – and a deadly game of espionage."
s6233,TV Show,The Comedy Lineup,,United States,8/31/2018,2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Michelle Buteau, Ian Karmel, Taylor Tomlinson, Sam Jay, Phil Wang, Sabrina Jalees, Jak Knight, Tim Dillon",A diverse group of up-and-coming comedians perform 15-minute sets in this stand-up comedy showcase series.
s6234,Movie,The Command,Thomas Vinterberg,"France, Belgium, Luxembourg, Romania, Canada, United States",10/19/2019,2018,PG-13,118 min,"Dramas, International Movies, Thrillers","Matthias Schoenaerts, Léa Seydoux, Colin Firth, Peter Simonischek, August Diehl, Max von Sydow, Bjarne Henriksen, Magnus Millang, Artemiy Spiridonov",For the crew trapped aboard a sunken Russian submarine the deadliest threat is the bureaucracy on land. Based on a true story.
s6235,Movie,The Company Men,John Wells,United States,7/28/2018,2010,R,105 min,"Dramas, Independent Movies","Ben Affleck, Chris Cooper, Kevin Costner, Tommy Lee Jones, Maria Bello, Rosemarie DeWitt, Craig T. Nelson, John Doman, Tonye Patano, Cady Huffman",A successful businessman comes face-to-face with America's downsizing epidemic when he loses his job and is forced to take a construction gig.
s6236,Movie,The Competition,Harvey Lowry,United States,7/23/2019,2018,TV-14,103 min,"Comedies, Romantic Movies","Thora Birch, Chris Klein, Claire Coffee, David Blue, Kelsey Tucker, Michael Draper, Jason Tobias, Gabrielle Stone, Catherine Johnson, Tiffany Fallon","After developing an ""infidelity formula"" said to repel cheating, a popular blogger crosses paths with a charming lawyer willing to put it to the test."
s6237,Movie,The Con Is On,James Haslam,"United States, United Kingdom",12/21/2020,2018,R,95 min,Comedies,"Uma Thurman, Tim Roth, Alice Eve, Parker Posey, Maggie Q, Crispin Glover, Michael Sirow, Sofía Vergara, Stephen Fry, Sharon Maughan, Susan Traylor, Wilmer Calderon, Richard Reid, Ethan Cohn, Nathalie Love",Two wedded partners-in-crime flee from their massive debt to a deadly crime boss and hatch a jewel heist that could be their ticket to total freedom.
s6238,TV Show,The Confession Killer,"Robert Kenner, Taki Oldham",United States,12/6/2019,2019,TV-14,1 Season,"Crime TV Shows, Docuseries",,Henry Lee Lucas rose to infamy when he confessed to hundreds of unsolved murders. This docuseries examines the truth – and horrifying consequences.
s6239,TV Show,The Confession Tapes,,United States,6/21/2019,2019,TV-MA,2 Seasons,"Crime TV Shows, Docuseries",,"This true crime documentary series investigates cases where people convicted of murder claim their confessions were coerced, involuntary or false."
s6240,Movie,The Confirmation,Bob Nelson,Canada,2/6/2019,2016,PG-13,101 min,"Comedies, Dramas, Independent Movies","Clive Owen, Maria Bello, Patton Oswalt, Jaeden Lieberher, Matthew Modine, Stephen Tobolowsky, Tim Blake Nelson, Robert Forster",A divorced handyman with a drinking problem bonds with his 8-year-old son when a search for his stolen toolbox leads to a series of misadventures.
s6241,TV Show,The Confrontation,,,3/8/2019,2018,TV-PG,1 Season,"International TV Shows, TV Dramas","Hussein Almansour, Shujoon, Mohammed Alalawi, Noor Alghandour, Fahad Basim, Hamad Ashkanani","A woman struggling with sleep paralysis begins a complicated relationship with the director of a media company, whose colleagues conspire against him."
s6242,Movie,The Congress,Ari Folman,"Israel, Germany, Poland, Luxembourg, Belgium, France, United States",8/23/2019,2013,TV-MA,123 min,"Dramas, International Movies, Sci-Fi & Fantasy","Robin Wright, Harvey Keitel, Jon Hamm, Paul Giamatti, Kodi Smit-McPhee, Danny Huston, Sami Gayle, Michael Stahl-David, Michael Landes, Sarah Shahi",Actress Robin Wright plays herself in this surreal drama about a film star who agrees to have her digital image recorded for reuse in future films.
s6243,Movie,The Conjuring,James Wan,United States,1/8/2018,2013,R,112 min,"Horror Movies, Thrillers","Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston, Shanley Caswell, Hayley McFarland, Joey King, Mackenzie Foy, Kyla Deaver","Based on true events, this spine-chiller tells the story of a New England family who begins having encounters with spirits in their farmhouse."
s6244,Movie,The Consul's Son,Amr Arafa,Egypt,4/25/2019,2011,TV-14,114 min,"Comedies, International Movies, Thrillers","Khaled Saleh, Ghada Adel, Ahmed el-Sakka, Khaled Sarhan, Sawsan Badr, Mustafa Haridi",A notorious forger known for his ability to create fake passports and visas finds himself the target of a con man's ruse.
s6245,TV Show,The Could’ve-Gone-All-the-Way Committee,,Japan,8/1/2018,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Jiro Sato, Mai Shiraishi, Takayuki Yamada, Shotaro Mamiya, Tamotsu Kanshuji, Yuka Ogura, Kenta Hamano, Yuka Kuramochi, Yuki Morinaga, Rena Takeda, Munenori Nagano, Shiori Enatsu, Toru Tezuka, Yosuke Sugino, Maika Yamamoto, Akiyoshi Nakao, Aoi Morikawa, Masato Yano, Mari Yamachi, Megumi, Mayuko Fukuda, Yuta Koseki",People bring their stories of missed lust connections to an objective panel of experts who then judge whether they could have gone all the way or not.
s6246,Movie,The Craft,Andrew Fleming,United States,1/1/2020,1996,R,101 min,"Horror Movies, Thrillers","Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True, Skeet Ulrich, Christine Taylor, Breckin Meyer, Nathaniel Marston, Cliff De Young, Assumpta Serna","At a Catholic school, a new girl falls in with a clique of teen witches who wield their powers against anyone who crosses them, even their parents."
s6247,TV Show,The Cravings,,South Korea," April 20, 2017",2016,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Comedies","Park Hee-bon, Phillip Choi, Hong Wan-pyo, Choi Bae-yeong, Hyuk-kwon Park, Yang Hyeon-min","Thirtysomething career woman Jae-yeong attempts to juggle her job and personal relationships, all the while never failing to eat well."
s6248,Movie,The Creative Brain,"Jennifer Beamish, Toby Trackman",United States,1/1/2021,2019,TV-14,53 min,Documentaries,David Eagleman,"Neuroscientist David Eagleman taps into the creative process of various innovators while exploring brain-bending, risk-taking ways to spark creativity."
s6249,TV Show,The Creative Indians,,India,8/24/2020,2020,TV-MA,2 Seasons,"Docuseries, International TV Shows",,"From chefs and comedians to filmmakers and fashion designers, India’s most notable imaginative minds share their artistic journeys."
s6250,Movie,The Crew,Julien Leclercq,France,11/15/2018,2015,TV-MA,81 min,"Action & Adventure, International Movies","Sami Bouajila, Guillaume Gouix, Youssef Hajdi, Redouane Behache, Kahina Carina, David Saracino, Alice de Lencquesaing, Baya Belal, Steve Tientcheu, Kaaris","After an unexpected misstep, a crew of skilled Parisian robbers find themselves forced to carry out a daring heist for a powerful crime organization."
s6251,TV Show,The Crime,,Poland,11/26/2019,2015,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","Magdalena Boczarska, Wojciech Zieliński, Joanna Kulig, Radosław Pazura, Magdalena Zawadzka, Dorota Kolak, Zdzislaw Wardejn, Małgorzata Rożniatowska, Aleksandra Popławska, Lukasz Nowicki, Tamara Arciuch, Rafał Cieszyński, Karolina Kominek",The peaceful lives of the residents inhabiting a breathtaking seaside town are shaken following a series of macabre crimes.
s6252,Movie,The Crimes That Bind,Sebastián Schindel,Argentina,8/20/2020,2020,TV-14,100 min,"Dramas, International Movies","Cecilia Roth, Miguel Ángel Solá, Benjamín Amadeo, Sofía Gala Castiglione, Yanina Ávila, Marcelo Subiotto, Paola Barrientos, Diego Cremonesi, Claudio Martínez Bel","When her son is accused of raping and trying to murder his ex-wife, Alicia embarks on a journey that will change her life forever."
s6253,Movie,The Croods,"Kirk De Micco, Chris Sanders",United States,7/29/2019,2013,PG,99 min,"Children & Family Movies, Comedies","Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener, Cloris Leachman, Clark Duke, Chris Sanders, Randy Thom","When an earthquake obliterates their cave, an unworldly prehistoric family is forced to journey through unfamiliar terrain in search of a new home."
s6254,Movie,The Crow,Alex Proyas,United States,1/1/2019,1994,R,102 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott, Bai Ling, Sofia Shinas, Anna Levine, David Patrick Kelly, Angel David, Laurence Mason, Michael Massee, Tony Todd, Jon Polito","One year after Eric Draven and his fiancée are murdered, Draven – watched over by a hypnotic crow – returns from the grave to exact revenge."
s6255,TV Show,The Crown,,"United Kingdom, United States",11/15/2020,2020,TV-MA,4 Seasons,"British TV Shows, International TV Shows, TV Dramas","Claire Foy, John Lithgow, Matt Smith, Vanessa Kirby, Jared Harris, Victoria Hamilton, Eileen Atkins, Jeremy Northam, Alex Jennings, Ben Miles, Pip Torrens, Will Keen, Harry Hadden-Paton, Daniel Ings, Greg Wise, Harriet Walter, Lia Williams, Matthew Goode, Anton Lesser",This drama follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the 20th century.
s6256,Movie,The Cruise,Marek Piwowski,Poland,10/1/2019,1970,TV-PG,66 min,"Comedies, Cult Movies, International Movies","Jan Himilsbach, Stanislaw Tym, Jerzy Dobrowolski, Zdzislaw Maklakiewicz, Andrzej Dobosz, Feridun Erol, Jolanta Lothe, Wanda Stanisławska-Lothe","When the captain of a pleasant cruise ship mistakes a mischievous stowaway the entertainment director, wild and wacky hijinks ensue."
s6257,Movie,The Crying Game,Neil Jordan,"United Kingdom, Japan, United States",1/1/2020,1992,R,112 min,"Classic Movies, Independent Movies, Thrillers","Stephen Rea, Miranda Richardson, Forest Whitaker, Jaye Davidson, Adrian Dunbar, Breffini McKenna, Joe Savino, Birdie Sweeney, Andree Bernard, Jim Broadbent","IRA terrorist Fergus bonds with his prisoner, Jody. Jody tells Fergus of his girlfriend, Dil, with whom Fergus later falls in love."
s6258,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,Randall Lobb,United States,9/14/2019,2019,TV-PG,83 min,"Documentaries, International Movies","Taron Egerton, Natalie Dormer, Simon Pegg, Jason Isaacs","Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series."
s6259,TV Show,The Cuba Libre Story,,"France, Germany",12/8/2016,2015,TV-14,1 Season,"Docuseries, International TV Shows",,"This documentary series recounts the tumultuous history of Cuba, a nation of foreign conquest, freedom fighters and Cold War political machinations."
s6260,TV Show,The Curious Creations of Christine McConnell,,United States,10/12/2018,2018,TV-PG,1 Season,"TV Comedies, TV Mysteries","Christine McConnell, Colleen Smith, Adam Mayfield, Michael Oosterom, Drew Massey, Mick Ignis, Tim Lagasse, Dita von Teese, Steven M. Porter, Elko Weaver","Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts – and wildly inappropriate creatures."
s6261,TV Show,The Curse of Oak Island,,United States,9/15/2019,2016,TV-PG,1 Season,"Docuseries, Science & Nature TV",Robert Clotworthy,"On an ominous island off of Nova Scotia, two brothers chase historical theories on a quest for enigmatic treasure."
s6262,Movie,The D Train,"Jarrad Paul, Andrew Mogel","United Kingdom, United States",4/2/2017,2015,R,101 min,Comedies,"Jack Black, James Marsden, Kathryn Hahn, Jeffrey Tambor, Russell Posner, Henry Zebrowski, Kyle Bornheimer, Mike White",A loser in charge of planning his high school class's 20-year reunion thinks he's scored a major coup when he gets a marginally famous alum to attend.
s6263,Movie,The Da Vinci Code,Ron Howard,"United States, Malta, France, United Kingdom",12/1/2020,2006,PG-13,149 min,Thrillers,"Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno, Paul Bettany, Alfred Molina, Jürgen Prochnow, Jean-Yves Berteloot, Etienne Chicot, Jean-Pierre Marielle","When the curator of the Louvre is killed, a Harvard professor and a cryptographer must untangle a web of deceit involving works of Leonardo da Vinci."
s6264,Movie,The Damned Rain,Satish Manwar,India,1/1/2018,2009,TV-14,99 min,"Dramas, International Movies","Sonali Kulkarni, Girish Kulkarni, Jyoti Subhash, Veena Jamkar, Aman Attar","An optimistic farmer is determined to succeed in spite of the lack of rain in his region, and the sinking spirits around him."
s6265,Movie,The Dancer,Ifa Isfansyah,Indonesia,12/8/2018,2011,TV-MA,105 min,"Dramas, International Movies, Romantic Movies","Prisia Nasution, Oka Antara, Slamet Rahardjo, Dewi Irawan, Lukman Sardi, Tio Pakusadewo","Orphaned by a tragedy that took the lives of her parents, Srintil grows up in a poor Indonesian village aspiring to be a sacred dancer."
s6266,Movie,The Danish Girl,Tom Hooper,"United Kingdom, United States, Germany, Denmark, Belgium, Japan",12/16/2019,2015,R,120 min,"Dramas, International Movies, LGBTQ Movies","Eddie Redmayne, Alicia Vikander, Ben Whishaw, Sebastian Koch, Amber Heard, Matthias Schoenaerts, Pip Torrens, Nicholas Woodeson, Emerald Fennell, Adrian Schiller","In 1920s Denmark, married artists embark on a journey of unconditional love when the husband announces his intentions to live life as a woman."
s6267,Movie,The Dark Crystal,"Frank Oz, Jim Henson","United States, United Kingdom",5/1/2019,1982,PG,93 min,Children & Family Movies,"Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz, Stephen Garlick, Lisa Maxwell, Billie Whitelaw, Percy Edwards, Joseph O'Conor","In this mythical tale, Jen, the last of the Gelfling race, is charged with healing the Crystal of Truth after its mutilation sets off an era of terror."
s6268,TV Show,The Dark Crystal: Age of Resistance,,"United Kingdom, United States",8/30/2019,2019,TV-PG,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","Taron Egerton, Nathalie Emmanuel, Anya Taylor-Joy, Donna Kimball, Mark Hamill, Simon Pegg, Helena Bonham Carter, Lena Headey, Alicia Vikander, Awkwafina, Gugu Mbatha-Raw, Benedict Wong, Caitriona Balfe, Natalie Dormer, Harvey Fierstein, Andy Samberg, Ralph Ineson, Jason Isaacs, Eddie Izzard, Theo James, Hannah John-Kamen, Toby Jones, Keegan-Michael Key, Mark Strong, Sigourney Weaver, Ólafur Darri Ólafsson","As power-hungry overlords drain life from the planet Thra, a group of brave Gelfling unite on a quest to save their world and fight off the darkness."
s6269,Movie,The Dark Side of Life: Mumbai City,Tariq Khan,India,12/31/2019,2018,TV-MA,121 min,"Dramas, International Movies","Mahesh Bhatt, Kay Kay Menon, Avii, Nikhil Ratnaparkhi, Neha Khan, Alisha Khan, Irfan Hussein, Jyoti Malshe, Sayed Gul","Struggling with Mumbai's pressures and private battles with depression, six lives intersect just as they reach a breaking point."
